reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test
CLPNS120pp,2.0 pg120_p <=> clpn120_p + glyc_p,ok,ok,ok,ok,ok
CLPNS140pp,2.0 pg140_p <=> clpn140_p + glyc_p,ok,ok,ok,ok,ok
CLPNS141pp,2.0 pg141_p <=> clpn141_p + glyc_p,ok,ok,ok,ok,ok
CLPNS160pp,2.0 pg160_p <=> clpn160_p + glyc_p,ok,ok,ok,ok,ok
CLPNS161pp,2.0 pg161_p <=> clpn161_p + glyc_p,ok,ok,ok,ok,ok
CLPNS180pp,2.0 pg180_p <=> clpn180_p + glyc_p,ok,ok,ok,ok,ok
CLPNS181pp,2.0 pg181_p <=> clpn181_p + glyc_p,ok,ok,ok,ok,ok
CLt3_2pp,2.0 cl_p + h_c <-- 2.0 cl_c + h_p,ok,ok,ok,ok,ok
CLtex,cl_e <=> cl_p,ok,ok,ok,ok,ok
CLtipp,cl_p --> cl_c,ok,ok,ok,ok,ok
CMCBTFL,cmcbtt_c + fe3_e --> fcmcbtt_c,ok,ok,ok,ok,ok
CMCBTFU,fcmcbtt_c --> cmcbtt_c + fe3_c,ok,ok,ok,ok,ok
CMCBTFabcpp,atp_c + fcmcbtt_p + h2o_c --> adp_c + fcmcbtt_c + h_c + pi_c,ok,ok,ok,ok,ok
CMCBTFtex,cmcbtt_p + h_p --> cmcbtt_e + h_c,ok,ok,ok,ok,ok
CMCBTFtonex,fcmcbtt_e + h_p --> fcmcbtt_p + h_c,ok,ok,ok,ok,ok
CMCBTFtpp,cmcbtt_c + h_p --> cmcbtt_p + h_c,ok,ok,ok,ok,ok
CMCMSAD,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok
CMHMI,5cmhm_c --> 5cohe_c,ok,ok,ok,ok,ok
CMLDC,4cml_c --> 5odhf2a_c + co2_c + h_c,ok,ok,ok,ok,ok
CMPtex,cmp_e <=> cmp_p,ok,ok,ok,ok,ok
CMt2ex,cm_c + h_p --> cm_e + h_c,ok,ok,ok,ok,ok
CMt2ppi,cm_p --> cm_c,ok,ok,ok,ok,ok
CMtex,cm_e <=> cm_p,ok,ok,ok,ok,ok
CMtpp,cm_p + h_p --> cm_e + h_c,ok,ok,ok,ok,ok
CO2tex,co2_e <=> co2_p,ok,ok,ok,ok,ok
CO2tpp,co2_p <=> co2_c,ok,ok,ok,ok,ok
COBALT2abcpp,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c,ok,ok,ok,ok,ok
COBALT2t3pp,cobalt2_c + h_p --> cobalt2_p + h_c,ok,ok,ok,ok,ok
COBALT2tex,cobalt2_e <=> cobalt2_p,ok,ok,ok,ok,ok
COBALT2tpp,cobalt2_p --> cobalt2_c,ok,ok,ok,ok,ok
COBALTt4pp,cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c,ok,ok,ok,ok,ok
COabc,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,ok,ok,ok,ok,ok
CPPPGO,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,ok,ok,ok,ok,ok
CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,ok,ok,ok,ok,ok
CRNDH,crn_c + nad_c --> dhcrn_c + h_c + nadh_c,ok,ok,ok,ok,ok
CRNDabcpp,atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c,ok,ok,ok,ok,ok
CRNDt2rpp,crn__D_p + h_p --> crn__D_c + h_c,ok,ok,ok,ok,ok
CRNabcpp,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,ok,ok,ok,ok,ok
CRNt2rpp,crn_p + h_p --> crn_c + h_c,ok,ok,ok,ok,ok
CRNt8pp,crn__D_c + crn_p --> crn__D_p + crn_c,ok,ok,ok,ok,ok
CRNtex,crn_e <=> crn_p,ok,ok,ok,ok,ok
CS,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,ok,ok,ok,ok,ok
CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c,ok,ok,ok,ok,ok
CSNt2pp,csn_p + h_p --> csn_c + h_c,ok,ok,ok,ok,ok
CSNtex,csn_e <=> csn_p,ok,ok,ok,ok,ok
CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,ok,ok,ok,ok,ok
CTBTt2rpp,ctbt_p + h_p <=> ctbt_c + h_c,ok,ok,ok,ok,ok
CTECOAI6,tdecoa_c <=> td2coa_c,ok,ok,ok,ok,ok
CTECOAI7,hdcoa_c <=> hdd2coa_c,ok,ok,ok,ok,ok
CTECOAI8,odecoa_c <=> od2coa_c,ok,ok,ok,ok,ok
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok
CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok
CU1Opp,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p,ok,ok,ok,ok,ok
CU2abcpp,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c,ok,ok,ok,ok,ok
CU2tex,cu2_e <=> cu2_p,ok,ok,ok,ok,ok
CU2tonex,cu2_e + h_p --> cu2_p + h_c,ok,ok,ok,ok,ok
CU2tpp,cu2_p --> cu2_c,ok,ok,ok,ok,ok
CUtex,cu_e <=> cu_p,ok,ok,ok,ok,ok
CYANST,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,ok,ok,ok,ok,ok
CYANSTpp,cyan_p + tsul_p --> h_p + so3_p + tcynt_p,ok,ok,ok,ok,ok
CYANt2pp,cyan_p + h_p --> cyan_c + h_c,ok,ok,ok,ok,ok
CYANtex,cyan_e <=> cyan_p,ok,ok,ok,ok,ok
CYS,h2s_c + ser__L_c <=> cys__L_c + h2o_c,ok,ok,ok,ok,ok
CYSDDS,cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c,ok,ok,ok,ok,ok
CYSDS,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,ok,ok,ok,ok,ok
CYSDSF,cys__L_c <=> ala__L_c + s_c,ok,ok,ok,ok,ok
CYSDabcpp,atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c,ok,ok,ok,ok,ok
CYSDtex,cys__D_e <=> cys__D_p,ok,ok,ok,ok,ok
CYSS,acser_c + h2s_c --> ac_c + cys__L_c + h_c,ok,ok,ok,ok,ok
CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c,ok,ok,ok,ok,ok
CYSTGL,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,ok,ok,ok,ok,ok
CYSTL,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,ok,ok,ok,ok,ok
CYSTS,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,ok,ok,ok,ok,ok
CYSabc,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,ok,ok,ok
CYSabc2pp,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c,ok,ok,CYSabcpp,ok,ok
CYSabcpp,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,CYSabc2pp,ok,ok
CYSt2r,cys__L_e + h_e --> cys__L_c + h_c,ok,ok,ok,ok,ok
CYStex,cys__L_e <=> cys__L_p,ok,ok,ok,ok,ok
CYStpp,cys__L_c --> cys__L_p,ok,ok,ok,ok,ok
CYTBD2pp,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,ok,ok,ok,CAT;CYTBDpp;CYTBO3_4pp;GTHPi;NADHPO;THIORDXi,ok
CYTBDpp,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c,ok,ok,CYTBO3_4pp,CAT;CYTBD2pp;GTHPi;NADHPO;THIORDXi,ok
CYTBO3_4pp,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,ok,ok,CYTBDpp,CAT;CYTBD2pp;GTHPi;NADHPO;THIORDXi,ok
CYTD,cytd_c + h2o_c + h_c --> nh4_c + uri_c,ok,ok,ok,ok,ok
CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c,ok,ok,ok,ok,ok
CYTDK1,atp_c + cytd_c --> adp_c + cmp_c + h_c,ok,ok,ok,ok,ok
CYTDK2,cytd_c + gtp_c --> cmp_c + gdp_c + h_c,ok,ok,ok,ok,ok
CYTDt2pp,cytd_p + h_p --> cytd_c + h_c,ok,ok,ok,ok,ok
CYTDtex,cytd_e <=> cytd_p,ok,ok,ok,ok,ok
CYTK1,atp_c + cmp_c <=> adp_c + cdp_c,ok,ok,ok,ok,ok
CYTK2,atp_c + dcmp_c <=> adp_c + dcdp_c,ok,ok,ok,ok,ok
CYTOM,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,ok,ok,ok,ok,ok
D5KGK,atp_c + d5kg_c --> adp_c + d5kgp_c + h_c,ok,ok,ok,ok,ok
D5KGPA,d5kgp_c --> dhap_c + msa_c,ok,ok,ok,ok,ok
DAAD,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c,ok,ok,ok,ok,ok
DAAD4,fad_c + h2o_c + met__D_c --> 2kmb_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok
DABAAT,24dab_c + akg_c + h_c --> aspsa_c + glu__L_c,ok,DABAAT2,ok,ok,ok
DABAAT2,24dab_c + akg_c + h_c <=> aspsa_c + glu__L_c,ok,DABAAT,ok,ok,ok
DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c,ok,ok,ok,ok,ok
DADK,atp_c + damp_c <=> adp_c + dadp_c,ok,ok,ok,ok,ok
DADNt2pp,dad_2_p + h_p --> dad_2_c + h_c,ok,ok,ok,ok,ok
DADNtex,dad_2_e <=> dad_2_p,ok,ok,ok,ok,ok
DAGK120,12dgr120_c + atp_c --> adp_c + h_c + pa120_c,ok,ok,ok,ok,ok
DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c,ok,ok,ok,ok,ok
DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c,ok,ok,ok,ok,ok
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,ok,ok,ok,ok,ok
DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c,ok,ok,ok,ok,ok
DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c,ok,ok,ok,ok,ok
DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c,ok,ok,ok,ok,ok
DALAabcpp,ala__D_p + atp_c + h2o_c --> adp_c + ala__D_c + h_c + pi_c,ok,ok,ok,ok,ok
DALAt2pp,ala__D_p + h_p --> ala__D_c + h_c,ok,ok,ok,ok,ok
DALAtex,ala__D_e <=> ala__D_p,ok,ok,ok,ok,ok
DAMPtex,damp_e <=> damp_p,ok,ok,ok,ok,ok
DAPAT,15dap_c + akg_c --> glu__L_c + h2o_c + h_c + pprdn_c,ok,ok,ok,ok,ok
DAPDC,26dap__M_c + h_c --> co2_c + lys__L_c,ok,ok,ok,ok,ok
DAPE,26dap_LL_c <=> 26dap__M_c,ok,ok,ok,ok,ok
DAPabcpp,26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
DAPtex,15dap_e <=> 15dap_p,ok,ok,ok,ok,ok
DARBabcpp,arab__D_p + atp_c + h2o_c --> adp_c + arab__D_c + h_c + pi_c,ok,ok,ok,ok,ok
DARBt2rpp,arab__D_p + h_p --> arab__D_c + h_c,ok,ok,DARBt3ipp,ok,ok
DARBt3ipp,arab__D_c + h_p --> arab__D_p + h_c,ok,ok,DARBt2rpp,ok,ok
DARBtex,arab__D_e <=> arab__D_p,ok,ok,ok,ok,ok
DASYN120,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,ok,ok,ok,ok,ok
DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,ok,ok,ok,ok,ok
DASYN141,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,ok,ok,ok,ok,ok
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,ok,ok,ok,ok,ok
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,ok,ok,ok,ok,ok
DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,ok,ok,ok,ok,ok
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,ok,ok,ok,ok,ok
DATPHs,datp_c + h2o_c + h_c --> ditp_c + nh4_c,ok,ok,ok,ok,ok
DB4PS,ru5p__D_c --> db4p_c + for_c + h_c,ok,ok,ok,ok,ok
DBTS,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,ok,ok,ok,ok,ok
DC6PH,chtbs6p_c + h2o_c --> acgam6p_c + acgam_c,ok,ok,ok,ok,ok
DCAtex,dca_e <=> dca_p,ok,ok,ok,ok,ok
DCMPtex,dcmp_e <=> dcmp_p,ok,ok,ok,ok,ok
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,ok,ok,ok,ok,ok
DCYTD,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,ok,ok,ok,ok,ok
DCYTt2pp,dcyt_p + h_p --> dcyt_c + h_c,ok,ok,ok,ok,ok
DCYTtex,dcyt_e <=> dcyt_p,ok,ok,ok,ok,ok
DDCAt2pp,ddca_p + h_p --> ddca_c + h_c,ok,ok,ok,ok,ok
DDCAtexi,ddca_e --> ddca_p,ok,ok,ok,ok,ok
DDGALK,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,ok,ok,ok,ok,ok
DDGLCNt2rpp,2ddglcn_p + h_p --> 2ddglcn_c + h_c,ok,ok,ok,ok,ok
DDGLCNtex,2ddglcn_e <=> 2ddglcn_p,ok,ok,ok,ok,ok
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,ok,ok,ok,ok,ok
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,ok,ok,ok,ok,ok
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c,ok,ok,ok,ok,ok
DESATPG160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pg160_c --> 4.0 h2o_c + 2.0 nadp_c + pg161_c,ok,ok,ok,ok,ok
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,ok,ok,ok,ok,ok
DGMPtex,dgmp_e <=> dgmp_p,ok,ok,ok,ok,ok
DGSNt2pp,dgsn_p + h_p --> dgsn_c + h_c,ok,ok,ok,ok,ok
DGSNtex,dgsn_e <=> dgsn_p,ok,ok,ok,ok,ok
DGUNC,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,ok,ok,ok,ok,ok
DHACOAH,23dhacoa_c + h2o_c <=> 3hadpcoa_c,ok,ok,ok,ok,ok
DHAD1,23dhmb_c --> 3mob_c + h2o_c,ok,ok,ok,ok,ok
DHAD2,23dhmp_c --> 3mop_c + h2o_c,ok,ok,ok,ok,ok
DHAK,atp_c + dha_c --> adp_c + dhap_c + h_c,ok,ok,ok,ok,ok
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,ok,ok,ok,ok,ok
DHAtex,dha_e <=> dha_p,ok,ok,ok,ok,ok
DHBD,23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,ok,ok,ok,ok,ok
DHBS,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,ok,ok,ok,ok,ok
DHBSH_1,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c,ok,ok,ok,ok,ok
DHBSZ3FEabcpp,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c,ok,ok,ok,ok,ok
DHBSZ3FEtonex,fe3dhbzs3_e + h_p --> fe3dhbzs3_p + h_c,ok,ok,ok,ok,ok
DHBZS2H,23dhbzs2_c + h2o_c --> 2.0 23dhbzs_c,ok,ok,ok,ok,ok
DHBZS3H,23dhbzs3_c + h2o_c --> 23dhbzs2_c + 23dhbzs_c,ok,ok,ok,ok,ok
DHCINDO,dhcinnm_c + o2_c --> h_c + hkntd_c,ok,ok,ok,ok,ok
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,ok,ok,ok,ok,ok
DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,ok,ok,ok,ok,ok
DHEDAA,24dhhed_c --> pyr_c + sucsal_c,ok,ok,ok,ok,ok
DHFR,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,ok,ok,ok,ok,ok
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,ok,ok,ok,ok,ok
DHGLYH,dhgly_c + h2o_c + h_c --> glx_c + nh4_c,ok,ok,ok,ok,ok
DHMPTR,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c,ok,ok,ok,ok,ok
DHNAOT4,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c,ok,ok,ok,ok,ok
DHNCOAS,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,ok,ok,ok,ok,ok
DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,ok,ok,ok,ok,ok
DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c,ok,ok,ok,ok,ok
DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c,ok,ok,ok,DHORD5,ok
DHORD5,dhor__S_c + mqn8_c --> mql8_c + orot_c,ok,ok,ok,DHORD2,ok
DHORTS,dhor__S_c + h2o_c <=> cbasp_c + h_c,ok,ok,ok,ok,ok
DHPACCOAHIT,2dhphaccoa_c + coa_c + 2.0 h2o_c --> 3hadpcoa_c + accoa_c + h2_c + h_c,ok,ok,ok,ok,ok
DHPD,56dura_c + h2o_c --> cala_c + h_c,ok,ok,ok,ok,ok
DHPDO,34dhpha_c + o2_c --> 5cmhmsa_c + h_c,ok,ok,ok,ok,ok
DHPPD,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c,ok,ok,ok,ok,ok
DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,ok,ok
DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,ok,ok,ok,ok,ok
DHQS,2dda7p_c --> 3dhq_c + pi_c,ok,ok,ok,ok,ok
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,ok,ok,ok,ok,ok
DIMPtex,dimp_e <=> dimp_p,ok,ok,ok,ok,ok
DINSt2pp,din_p + h_p --> din_c + h_c,ok,ok,ok,ok,ok
DINStex,din_e <=> din_p,ok,ok,ok,ok,ok
DIPEPabc1,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc10,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc12,atp_c + h2o_c + met_L_ala__L_e --> adp_c + h_c + met_L_ala__L_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc13,atp_c + gly_asp__L_e + h2o_c --> adp_c + gly_asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc14,atp_c + gly_pro__L_e + h2o_c --> adp_c + gly_pro__L_c + h_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc15,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc3,ala_L_glu__L_e + atp_c + h2o_c --> adp_c + ala_L_glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok
DIPEPabc8,atp_c + gly_asn__L_e + h2o_c --> adp_c + gly_asn__L_c + h_c + pi_c,ok,ok,ok,ok,ok
DKDID,dkdi_c + h2o_c --> d5kg_c + h_c,ok,ok,ok,ok,ok
DKGLCNR1,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c,ok,ok,ok,ok,ok
DKGLCNR2x,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c,ok,ok,ok,DKGLCNR2y,ok
DKGLCNR2y,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,ok,ok,ok,DKGLCNR2x,ok
DLYSabcpp,atp_c + h2o_c + lys__D_p --> adp_c + h_c + lys__D_c + pi_c,ok,ok,ok,ok,ok
DLYStex,lys__D_e <=> lys__D_p,ok,ok,ok,ok,ok
DMALRED,fad_c + mal__L_c --> fadh2_c + oaa_c,ok,ok,ok,MDH;MDH2;MDH3,ok
DMATT,dmpp_c + ipdp_c --> grdp_c + ppi_c,ok,ok,ok,ok,ok
DMGDH2,dmgly_c + h2o_c + nad_c <=> fald_c + h_c + nadh_c + sarcs_c,ok,ok,ok,ok,ok
DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,ok,ok,ok,ok,ok
DMSOR1pp,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c,ok,ok,ok,ok,ok
DMSOR2pp,2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p,ok,ok,ok,ok,ok
DMSOtex,dmso_e <=> dmso_p,ok,ok,ok,ok,ok
DMStex,dms_e <=> dms_p,ok,ok,ok,ok,ok
DNMPPA,dhpmp_c + h2o_c --> dhnpt_c + pi_c,ok,ok,ok,ok,ok
DNTAep,35dnta_c + h_p --> 35dnta_e + h_c,ok,ok,ok,ok,ok
DNTPPA,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,ok,ok,ok,ok,ok
DOPAtex,dopa_e <=> dopa_p,ok,ok,ok,ok,ok
DOXRBCNtex,doxrbcn_e <=> doxrbcn_p,ok,ok,ok,ok,ok
DOXRBCNtpp,doxrbcn_p + h_p --> doxrbcn_e + h_c,ok,ok,ok,ok,ok
DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c,ok,ok,ok,ok,ok
DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,ok,ok,ok,ok,ok
DRBK,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,ok,ok,ok,ok,ok
DRIBabc,atp_c + drib_e + h2o_c --> adp_c + drib_c + h_c + pi_c,ok,ok,ok,ok,ok
DRIBtex_1,5drib_c --> 5drib_e,ok,ok,ok,ok,ok
DRPA,2dr5p_c --> acald_c + g3p_c,ok,ok,ok,ok,ok
DSERDHr,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c,ok,ok,ok,ok,ok
DSERt2pp,h_p + ser__D_p --> h_c + ser__D_c,ok,ok,ok,ok,ok
DSERtex,ser__D_e <=> ser__D_p,ok,ok,ok,ok,ok
DTARTD,tartr__D_c --> h2o_c + oaa_c,ok,ok,ok,ok,ok
DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c,ok,ok,ok,ok,ok
DTMPtex,dtmp_e <=> dtmp_p,ok,ok,ok,ok,ok
DUMPtex,dump_e <=> dump_p,ok,ok,ok,ok,ok
DURAD,56dura_c + nadp_c <=> h_c + nadph_c + ura_c,ok,ok,ok,ok,ok
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,ok,ok,ok,ok,ok
DURIPP,duri_c + pi_c <=> 2dr1p_c + ura_c,ok,ok,ok,ok,ok
DURIt2pp,duri_p + h_p --> duri_c + h_c,ok,ok,ok,ok,ok
DURItex,duri_e <=> duri_p,ok,ok,ok,ok,ok
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,ok,ok,ok,ok,ok
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,ok,ok,ok,ok,ok
DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,ok,ok,ok,ok,ok
DXYLK,atp_c + dxyl_c --> adp_c + dxyl5p_c + h_c,ok,ok,ok,ok,ok
DXYLONtex,dxylnt_e <=> dxylnt_p,ok,ok,ok,ok,ok
DXYLTD,dxylnt_c <=> 2ddara_c + h2o_c,ok,ok,ok,ok,ok
DXYLUDtex,dxyl_e <=> dxyl_p,ok,ok,ok,ok,ok
DXYLUDtpp,dxyl_p + h_p --> dxyl_c + h_c,ok,ok,ok,ok,ok
D_LACt2pp,h_p + lac__D_p --> h_c + lac__D_c,ok,ok,ok,ok,ok
D_LACtex,lac__D_e <=> lac__D_p,ok,ok,ok,ok,ok
E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok
EAR140x,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c,ok,ok,ok,EAR140y,ok
EAR140y,h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c,ok,ok,ok,EAR140x,ok
ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c,ok,ok,ok,ok,ok
ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c,ok,ok,ok,ok,ok
ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c,ok,ok,ok,ok,ok
ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c,ok,ok,ok,ok,ok
ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c,ok,ok,ok,ok,ok
ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c,ok,ok,ok,ok,ok
ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c,ok,ok,ok,ok,ok
ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c,ok,ok,ok,ok,ok
EDA,2ddg6p_c --> g3p_c + pyr_c,ok,ok,ok,ok,ok
EDD,6pgc_c --> 2ddg6p_c + h2o_c,ok,ok,ok,ok,ok
ENO,2pg_c <=> h2o_c + pep_c,ok,ok,ok,ok,ok
ENOPH,dkmpp_c + h2o_c --> dhmtp_c + pi_c,ok,ok,ok,ok,ok
ENTCS,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c,ok,ok,ok,ok,ok
ENTERES,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c,ok,ok,ok,ok,ok
ENTERES2,feenter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + fe3_c + 3.0 h_c,ok,ok,ok,ok,ok
ENTERH,enter_c + h2o_c --> 23dhbzs3_c,ok,ok,ok,ok,ok
ETHAAL,etha_c --> acald_c + nh4_c,ok,ok,ok,ok,ok
ETHAtex,etha_e <=> etha_p,ok,ok,ok,ok,ok
ETHSO3abcpp,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c,ok,ok,ok,ok,ok
ETHSO3tex,ethso3_e <=> ethso3_p,ok,ok,ok,ok,ok
ETOHtex,etoh_e <=> etoh_p,ok,ok,ok,ok,ok
ETOHtrpp,etoh_p <=> etoh_c,ok,ok,ok,ok,ok
F1PP,f1p_c + h2o_c --> fru_c + pi_c,ok,ok,ok,ok,ok
F6PA,f6p_c <=> dha_c + g3p_c,ok,ok,ok,ok,ok
F6PP,f6p_c + h2o_c --> fru_c + pi_c,ok,ok,ok,ok,ok
F6Pt6_2pp,f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p,ok,ok,ok,ok,ok
F6Ptex,f6p_e <=> f6p_p,ok,ok,ok,ok,ok
